sem,zad,page,identifier
1,13.21,332,113.21
1,13.22,333,113.22
1,13.23,333,113.23
1,13.24,336,113.24
1,13.25,336,113.25
1,13.26,336,113.26
1,13.27,336,113.27
1,13.28,336,113.28
1,13.29,0,113.29
1,13.30,338,113.30
1,13.31,338,113.31
1,13.32,0,113.32
1,13.33,336,113.33
1,13.34,337,113.34
1,13.35,337,113.35
1,13.36,335,113.36
1,13.37,0,113.37
1,13.38,344,113.38
1,13.39,346,113.39
1,13.40,347,113.40
1,13.41,342,113.41
1,13.42,338,113.42
1,13.43,337,113.43
1,13.44,337,113.44
1,13.45,338,113.45
1,13.46,347,113.46
1,13.47,0,113.47
1,13.48,0,113.48
1,13.49,0,113.49
1,13.50,0,113.50
1,13.51,0,113.51
1,13.52,0,113.52
1,13.53,0,113.53
1,13.54,0,113.54
1,13.55,0,113.55
1,13.56,0,113.56
1,13.57,0,113.57
1,13.58,0,113.58
1,13.59,0,113.59
1,13.60,0,113.60
1,13.61,0,113.61
1,13.62,0,113.62
1,14.1,357,114.1
1,14.2,351,114.2
1,14.3,352,114.3
1,14.4,352,114.4
1,14.5,356,114.5
1,14.6,352,114.6
1,14.7,353,114.7
1,14.8,354,114.8
1,14.9,354,114.9
1,14.10,357,114.10
1,14.11,355,114.11
1,14.12,355,114.12
1,14.13,356,114.13
1,14.14,353,114.14
1,14.15,358,114.15
1,14.16,359,114.16
1,14.17,359,114.17
1,14.18,360,114.18
1,14.19,360,114.19
1,14.20,365,114.20
1,14.21,365,114.21
1,14.22,366,114.22
1,14.23,366,114.23
1,14.24,367,114.24
1,14.25,367,114.25
1,14.26,368,114.26
1,14.27,364,114.27
1,14.28,364,114.28
1,14.29,368,114.29
1,14.30,364,114.30
1,14.31,369,114.31
1,14.32,371,114.32
1,14.33,374,114.33
1,14.34,373,114.34
1,14.35,363,114.35
1,14.36,359,114.36
1,14.37,0,114.37
1,14.38,0,114.38
1,14.39,0,114.39
1,14.40,0,114.40
1,14.41,0,114.41
1,14.42,0,114.42
1,14.43,0,114.43
1,14.44,0,114.44
1,14.45,0,114.45
1,14.46,0,114.46
